term,occurrences,rank,product_id,name,price_value,quantity,dietary
fern,2,10,90201659,JM Flower Asparagus Myriocladus Mint Fern,20.5,3 S,
fern,2,11,90200399,JM Flower Asparagus Mayer / Foxtail Fern,19.5,10 S,
fern,2,12,2548,Wilton Fondant & Gum Paste Mould - Fern (409-2548),16.8,1 S,
fern,2,13,90220467,JM Flower Platycerium (Staghorn Fern) Plant,15.0,1 S,
fern,2,14,90186690,JM Flower Boston Fern Hanging Plant 22cm Pot,15.0,1 S,
fern,2,15,90193095,FNP Easter Snacks Basket,278.0,1 S,
fern,2,16,90193567,FNP Champagne & Treats Tray Box,235.0,1 S,
fern,2,17,90193874,FNP Exotic Flowers & Chocolates Wooden Crate,230.0,1 S,
fern,2,18,90193441,FNP Choco Load Wooden Crate,223.0,1 S,
fern,2,19,90244922,Romantic Darks Pink Roses for Valentine s Day,218.0,1 S,
fern,2,20,90193899,FNP Champagne & Mixed Flowers Combo,200.0,1 S,
crunchies,2,1,13213032,Nature Valley Crunchy Granola Bar - Variety,5.96,210g,Halal
crunchies,2,2,13216143,Cadbury Dairy Milk Sharepack - Crunchie,7.05,180g,
crunchies,2,3,17401,Cadbury Chocolate - Crunchie,2.8,50g,
crunchies,2,4,13216284,Nature Valley Crunchy Granola Bar - Oats & Honey,5.96,210g,Halal
crunchies,2,5,13251325,Gerber Lil Crunchies - Mild Cheddar,7.15,42g,
crunchies,2,6,13251323,Gerber Lil Crunchies - Garden Tomato,7.15,42g,
crunchies,2,7,90215139,NZ Crunchies Rolls Sate Kajang,2.35,1 S,
crunchies,2,8,13213033,Nature Valley Crunchy Granola Bar - Roasted Almonds,5.96,210g,Halal
crunchies,2,9,90215161,NZ Crunchies Honey Cheese,2.35,1 S,
crunchies,2,10,90215137,NZ Crunchies Chocolate Supreme,2.35,1 S,
crunchies,2,11,13218646,Nature Valley Crunchy Granola Bar - Oats & Dark Chocolate,5.96,210g,Halal
crunchies,2,12,90215155,NZ Crunchies Savoury Chicken Floss,2.35,1 S,
crunchies,2,13,90215138,NZ Crunchies Tom Yum Seafood,2.35,1 S,
crunchies,2,14,90241126,Gerber Lil Crunchies - Mild Cheddar - From 12 Months,38.61,6 x 42 G,
crunchies,2,15,90241135,Gerber Lil Crunchies - Garden Tomato - From 12 Months,38.61,6 x 42 G,
crunchies,2,16,90014180,Cookie4Milk - Crunchies Choco Macadamia Oatmeal,20.9,250 G,
crunchies,2,17,1,Gerber Lil Crunchies - Mild Cheddar - From 12 Months,19.95,3 x 42 G,
crunchies,2,18,90014181,Cookie4Milk - Crunchies Choco Oatmeal,19.9,250 G,
crunchies,2,19,90182851,Boxgreen Crunchies Coffee Almond Fun Pack,15.0,6 L,
crunchies,2,20,2,Gerber Lil Crunchies - Mild Cheddar - From 12 Months,13.59,2 x 42 G,
crunchies,2,21,90201999,Alvins Rice Ring Crunchies - Strawberry,6.9,30 G,
crunchies,2,22,90201969,Alvins Rice Ring Crunchies - Blueberry,6.9,30 G,
dosa,2,1,90015627,Gits Rava Dosai Mix 200G -- By Dashmesh,2.3,200 G,
dosa,2,2,90015610,Gits Dosai Mix 200G -- By Dashmesh,2.3,200 G,
dosa,2,3,90156553,Suvai Suvai Dosa Batter,7.5,1 KG,
dosa,2,4,12714947,[BCRS] Dasani Drinking Bottle Water,8.4,12 x 1.5L,
dosa,2,5,12714946,[BCRS] Dasani Drinking Bottle Water,8.4,24 x 600ml (CTN),
dosa,2,6,13284451,Gu Dasao Korean Instant Bowl Noodles - Fried Sauce,2.5,146g,
dosa,2,7,13284452,Gu Dasao Korean Instant Bowl Noodles - Spicy Chicken,2.5,135g,
dosa,2,8,13284440,Gu Dasao Korean Instant Bowl Noodles - Spicy Kimchi,2.5,150g,
dosa,2,9,13208806,Just Wine Domaine De L'Amandine Red Wine,30.0,750ml,
dosa,2,10,13256173,Domaine Saint Andre Folie Dines,34.0,750ml,
dosa,2,11,90178714,Calypso Kids Disappearing Coloured Blue Roll On SPF50,9.9,50 ML,
dosa,2,12,13276957,Quinta Dos Platanos Branco White Wine,19.9,750ml,
dosa,2,13,13115983,Ezy Dose Safety Tab Cutter,14.82,1 per pack,
dosa,2,14,13291824,La Roche-Posay Mela B3 Double Dose Serum,99.9,40ml,
dosa,2,15,90088780,Domaine Jean Defaix Chablis France White Wine,53.2,750 ML,
dosa,2,16,13115984,Ezy Dose Pill Crusher Container,13.76,1 per pack,
dosa,2,17,90210299,Lotte Cup Doraemon Snack - Chocolate,4.2,37 G,
dosa,2,18,13270015,Perfetti Chupa Lollipops - Surprise Doraemon,3.03,12g,
dosa,2,19,90048220,Opto Pharm Saline Solution (uni-dose) 30 - By Medic Drugstore,12.75,30 S,
dosa,2,20,90048186,BAUSCH & LOMB Artelac Lipids - single dose units 0.6g x 30s,26.8,30 S,
broadbeans,2,1,11036439,Tai Sun Roasted Broad Beans,1.55,150g,
broadbeans,2,2,12207666,Tong Garden Broad Beans - Onion & Garlic with Skin,1.17,120g,
broadbeans,2,3,13028587,Tong Garden Broad Beans - Onion & Garlic without Skin,2.09,160g,Halal
broadbeans,2,4,13111491,Gan Yuan Broad Beans - Crab Roe,3.5,300g,
broadbeans,2,5,11034898,Tai Sun Broad Beans - Onion & Garlic,1.55,150g,
broadbeans,2,6,13237061,Camel Satay Broad Beans - Bundle Pack,6.66,12 x 36g,Halal
broadbeans,2,7,13010735,Camel Broad Beans,1.32,150g,Halal
broadbeans,2,8,13132924,Tong Garden Salted Nuts - Broad Beans without Skin,7.03,1kg,
broadbeans,2,9,90253211,Laobanniang Crispy Garlic Broad Beans,8.5,500 G,
broadbeans,2,10,90142693,Kasugai Squid Coated Flavour Broad Beans,4.2,82 G,
broadbeans,2,11,90253593,SnackFirst Satay Broad Beans - Savoury Salted Legumes,6.9,200 G,
tenders,2,1,13025653,Sheba Cat Can Food - Tender Chicken Fine Flakes,1.67,85g,
tenders,2,2,90187737,Tegel Free Range Crispy Chicken Tenders (Frozen),9.9,400 G,
tenders,2,3,90187735,Tegel Free Range Panko Chicken Tenders (Frozen),9.9,375 G,
tenders,2,4,472580,Fancy Feast Classic Cat Food - Tender Liver & Chicken,1.66,85g,
tenders,2,5,90120668,Hego Beef Chuck Tender Cube,10.75,500 G,
tenders,2,6,90183337,Sutong Veg Black Pepper Tender,8.7,900 G,
tenders,2,7,90018584,Aw's Market Fresh Australia Pork Mince (Tender),4.96,300 G,
tenders,2,8,13197395,Fancy Feast Classic Pate Cat Food - Tender Beef Feast,1.66,85g,
tenders,2,9,90046414,Hego Grass Fed Beef Chuck Tender Chilled,13.9,400 G,
tenders,2,10,90021554,Hego Black Angus Beef Chuck Tender - Chilled,19.03,400 G,Halal
tenders,2,11,90246543,SSW NZ Wagyu MB5/6 Beef Chuck Tender (Chilled),22.4,400 G,
tenders,2,12,90025529,Aw's Market Fresh Australia Pork Eye Round (Tender),6.26,300 G,
tenders,2,13,10623850,Cesar Dog Wet Food - Tender Lamb with Country Vegetables,2.22,100g,
tenders,2,14,90194539,Punched Foods Chuck Tender Beef Slices (Beef Bulgogi),6.9,300 G,
tenders,2,15,90113830,Master Grocer Australia Grainfed Beef Chuck Tender 400G Froze,15.95,400 G,
tenders,2,16,008,Rimmel Kate Lipstick – Tender Mauve Shade 034-008,5.98,4 G,
tenders,2,17,90212814,Punched Foods Australia Wagyu Chuck Tender MB4/5,16.0,250 G,Halal
tenders,2,18,90135212,Punched Foods A5 Japanese Wagyu Chuck Tender,62.0,250 G,Halal
tenders,2,19,1,New Peng Hiang Tender Pork Bakkwa (Vacuum-Packed),10.5,200 G,
tenders,2,20,90021851,Food People Tender Pickled Ginger,7.9,1 PC,
dough,2,1,90080533,Mr Joy's Sotong Dough Fritter,9.99,470 G,
dough,2,2,90252575,Xi De Li Frozen Traditional Fried Dough Mix by Atasco,13.9,8 S,
dough,2,3,13291386,Ben & Jerry's Ice Cream - Strawberry Doughnut-eee,15.18,465ML,
dough,2,4,116138,Ben & Jerry's Ice Cream - Chocolate Chip Cookie Dough,15.18,458ml,
dough,2,5,90094391,Quest Nutrition Protein Bar - Chocolate Chip Cookie Dough,68.9,12 x 60 G,
dough,2,6,90118952,Probar Base Protein Bar Cookie Dough,49.21,70 G,
dough,2,7,13283826,Bestor Fried Dough Twists - Sesame Flavour,2.6,160g,
dough,2,8,161620,Prima Mix Doughnut Mix,2.7,350g,
dough,2,9,90255409,Grenade Carb Killa Bar - Chocolate Chip Cookie Dough,69.0,12 x 60 G,
dough,2,10,90255408,Myprotein Whipped Soft Dough Bar - White Chocolate Cookie,72.0,12 x 65 G,
dough,2,11,90255439,Myprotein Whipped Soft Dough Bar - Double Dark Chocolate,72.0,12 x 65 G,
dough,2,12,90255407,Myprotein Whipped Soft Dough Bar - Hazelnut Wafer,72.0,12 x 65 G,
dough,2,13,90255379,Warrior Crunch Bar - Chocolate Chip Cookie Dough,70.8,12 x 64 G,
dough,2,14,90181874,Pujadas Triangular Dough Scraper with Wood Handle,10.8,1 S,
dough,2,15,90226228,Thermohauser Dough Cutter,11.2,1 S,
dough,2,16,90225599,RedMan Dough Cutter (160 x 125mm) (SN4103),11.2,1 S,
dough,2,17,90181763,Pujadas Stainless Steel Dough Scraper 15Cm With Abs Handle,10.0,1 S,
dough,2,18,90182002,Pujadas Dough Scraper with Wood Handle,8.8,1 S,
dough,2,19,90182700,Pujadas Polypropylene Dough Pastry Scraper 204 X 151Mm,7.8,1 S,
dough,2,20,90182692,Pujadas Polypropylene Dough Pastry Scraper 221 X 130mm,6.8,1 S,
tonic,2,1,13281350,[BCRS] Schweppes Carbonated Can Drink - Tonic Water,4.4,4 x 320ml,Halal
tonic,2,2,13280811,[BCRS] F & N Can Drink - Tonic Water (Extra Dry),3.95,4 x 325ml,Halal
tonic,2,3,13288000,[BCRS] Schweppes Carbonated Can Drink - Tonic Water,23.0,24 x 320ml (CTN),Halal
tonic,2,4,13281491,[BCRS] Schweppes Carbonated Mini Can Drink - Tonic Water,5.9,6 x 180ml,Halal
tonic,2,5,90151619,Alchemy & Tonic Sonic Light Indian Tonic Water (CTN),55.85,24 x 250 ML,
tonic,2,6,90150390,Alchemy & Tonic Sonic Light Indian Tonic Water,9.8,250 ML,
tonic,2,7,90150386,Alchemy & Tonic Rhubarb & Smashed Mandarin Tonic,9.8,4 x 250 ML,
tonic,2,8,12715022,[BCRS] Schweppes Carbonated Mini Can Drink - Tonic Water,23.6,24 x 180ml,Halal
tonic,2,9,13269329,Souper Tang Calming Tonic Soup,5.95,44g,
tonic,2,10,13017448,Koi Fish Brand Herbal Soup - Chicken Tonic,6.06,75g,
tonic,2,11,12114240,Yomeishu Herbal Health Tonic,60.9,1L + 300ml,
tonic,2,12,13136329,Moist Diane Treatment - Extra Fresh & Hydrate,15.7,450ml,
tonic,2,13,13277777,Fino Premium Touch Hair Mask,15.9,230g,
tonic,2,14,13265206,Tsubaki Premium Hair Repair Mask,16.4,180g,
tonic,2,15,13017460,Koi Fish Brand Herbal Soup - Cordycep & America Ginseng Tonic,6.87,80g,
tonic,2,16,13136277,Moist Diane Treatment - Extra Moist & Shine,15.7,450ml,
tonic,2,17,13267401,Tsubaki Premium Ex Repair Mask Refill,12.7,150g,
tonic,2,18,13150513,Huiji Waist Tonic + FOC,55.4,700ml,Halal
tonic,2,19,13275071,Pantene Miracle Intensive Serum Mask Bond Repair,14.9,300ml,
tonic,2,20,13274994,Pantene Miracle Daily Serum Treatment Bond Repair,7.51,180ml,
emu,2,1,90081993,Air Val Emu Eau My Unicorn 2D 2 in 1 Shower Gel And Shampoo,12.9,400 ML,
emu,2,2,13277205,Scott's Emulsion Cod Liver Oil - Original,20.9,3 x 400ml,Halal
emu,2,3,13277107,Scott's Emulsion Cod Liver Oil - Orange,20.9,3 x 400ml,Halal
emu,2,4,13099721,Scott's Emulsion Cod Liver Oil - Original,11.5,400ml,Halal
emu,2,5,13099722,Scott's Emulsion Cod Liver Oil - Orange,11.5,400ml,Halal
emu,2,6,13267249,Loreal Paris Revitalift Advance Anti-Wrinkle Firming Emulsion,27.1,50ml,
emu,2,7,90246323,Shiseido Vital Perfection Bright Revitalizing Emulsion,110.6,100 ML,
emu,2,8,13117110,Avene Hydrating Emulsion - Light,52.9,40ml,
emu,2,9,90250467,Orjena Power Collagen Emulsion,39.6,100 ML,
emu,2,10,90190631,Orjena Vitamin C Bright Emulsion,39.6,100 ML,
emu,2,11,90232884,Ottie Emulsion - Green Tea Hyalu,15.6,120 ML,
emu,2,12,90210925,Ottie Tea Tree Yuja Emulsion,12.0,210 ML,
emu,2,13,13117228,Basic Emolin Emulsifying Ointment,8.56,100g,
emu,2,14,90225439,RedMan Sponge Cake Gel (Sponge Cake Emulsifier),135.2,20 KG,
emu,2,15,90180147,Concentrated Ginseng Renewing Emulsion,102.9,125 ML,
emu,2,16,2,RedMan Coffee Emulco,90.4,6 KG,
emu,2,17,90219448,RedMan Sponge Cake Gel Emulsifier,40.8,5 KG,
emu,2,18,90194122,SANA Namerakahonpo Vitamin Brightening Emulsion,25.9,130 ML,
emu,2,19,90183636,SANA Namerakahonpo Wrinkle Brightening Emulsion,25.9,150 G,
emu,2,20,1,RedMan Lemon Emulco,21.6,1 KG,
teriyaki,2,1,90088967,Tasty Food Affair Marinated Teriyaki Chicken Boneless Leg,5.6,220 G,
teriyaki,2,2,90088965,Tasty Food Affair Marinated Teriyaki Chicken Mid Joint Wings,8.95,400 G,
teriyaki,2,3,12206882,Kikkoman Sauce - Teriyaki,4.99,250ml,
teriyaki,2,4,13129627,Heinz Barbecue Sauce - Classic (Rich & Smokey),6.4,480g,
teriyaki,2,5,13145713,CP Tsukune Chicken Meatball with Teriyaki Sauce,6.5,360g,Halal
teriyaki,2,6,63777,Kikkoman Marinade - Teriyaki,5.33,250ml,
teriyaki,2,7,10077298,Kikkoman Marinade - Teriyaki (Thick),5.2,290g,
teriyaki,2,8,11141343,Lee Kum Kee Sauce - Teriyaki Chicken,1.94,72g,
teriyaki,2,9,90007409,Catch Seafood Saba Teriyaki Marinade (Pack of 2),8.8,350 G,
teriyaki,2,10,13087093,Tai Hua Teriyaki Sauce,2.75,305ml,
teriyaki,2,11,13075896,Haesong Seaweed Snack - Teriyaki,1.15,3 x 4g,
teriyaki,2,12,90192199,Oriental Delight Teriyaki Marinated Chicken Chop,11.0,450 G,
teriyaki,2,13,10106271,Hinode Sauce - Teriyaki,4.17,400ml,
teriyaki,2,14,13206114,Del Monte Sardines in Teriyaki Sauce,3.01,100g,
teriyaki,2,15,10909410,Jack Link's Beef Jerky - Teriyaki,3.56,25g,
teriyaki,2,16,13157227,Singlong BBQ Sauce - Regular,4.02,330g,Halal
teriyaki,2,17,10335293,MasterFoods Sauce - Barbecue,4.99,500ml,
teriyaki,2,18,13219145,Tai Hua Lite Sauce - Teriyaki,3.11,305ml,
teriyaki,2,19,90124537,Ebara Teriyaki No Tare Sauce,5.8,235 G,
teriyaki,2,20,90207844,Royal Delights Tsukune Chicken Teriyaki Meatball,8.95,800 G,
venison,2,1,90139440,High Prairie Canine Formula - Bison & Roasted Venison,146.9,12.2 KG,
venison,2,2,90173790,Nz Natural Woof Freeze Dried Raw Dog Food - Wild Venison,185.9,1 KG,
venison,2,3,90139439,High Prairie Puppy Formula - Bison & Roasted Venison,146.9,12.2 KG,
venison,2,4,90160935,iti Biti Air Dried Meat- Lamb & Venison,68.32,1 KG,
venison,2,5,90160927,"iti Biti Variety (Lamb, Chicken, Beef, Eel, Venison, Kahawai)",68.32,1 KG,
venison,2,6,90169876,Absolute Holistic Air Dried Dog Food - Beef And Venison,63.9,1 KG,
venison,2,7,90187491,Go! Solutions Sensitivities - Grain-Free Venison Dog Food,58.45,1.59 KG,
venison,2,8,90173805,Nz Natural Woof Freeze Dried Raw Dog Food - Wild Venison,56.9,280 G,
venison,2,9,90151879,"Canagan Country game-Duck, Venison And Rabbit For Cat",52.11,1.5 KG,
venison,2,10,90153074,iti Venison Cuts With Kiwifruit,15.05,100 G,
venison,2,11,90252902,Howbone Dog Snacks Prime Jerky Sticks - Venison,5.95,75 G,
venison,2,12,90199410,Wanpy Oven-Roasted Venison Jerky 100g,3.9,100 G,
dove,2,1,13099097,Kirei Kirei Anti-bacterial Body Wash - Nourishing Berries,12.18,900ml,
dove,2,2,13019792,Dove Body Wash - Beauty Nourishing,5.9,1L,
dove,2,3,13019796,Dove Body Wash - Sensitive Skin,5.9,1L,
dove,2,4,13149673,Dove Go Fresh Body Wash - Rose x Aloe Vera,5.9,1L,
dove,2,5,13196945,Dove Go Fresh Body Wash - White Peach x White Tea,5.9,1L,
dove,2,6,13149674,Dove Go Fresh Body Wash - Lavender x Chamomile,5.9,1L,
dove,2,7,13149672,Dove Go Fresh Paraben-Free Body Wash - Cucumber x Green Tea,5.9,1L,
dove,2,8,13276621,Kirei Kirei Gentle Care Foam Body Wash Refill - Soothing Cotton,6.95,600ml,
dove,2,9,13180491,Dove Go Fresh Body Wash - Japanese Yuzu x Glacier Water,5.9,1L,
dove,2,10,13196946,Dove Anti-Bacterial Body Wash - Care & Protect,5.9,1L,
dove,2,11,13073446,Shokubutsu Radiance Body Foam - Vita & Whitening,9.68,900ml,
dove,2,12,13276624,Kirei Kirei Gentle Care Foaming Body Wash - Soothing Cotton,14.95,900ml,
dove,2,13,13098014,Dove Body Wash - Oxygen Moisture,5.9,1L,
dove,2,14,13285862,Shokubutsu Hydro+ Body Wash - Smooth Care,13.2,900ml,
dove,2,15,13149677,Dove Go Fresh Paraben-Free Body Wash - Avocado x Calendula,5.9,1L,
dove,2,16,13035315,Dove Body Wash - Go Fresh Revive,5.9,1L,
dove,2,17,13019848,Dove Body Wash - Gentle Exfoliating,5.9,1L,
dove,2,18,13181708,Dove Body Wash Self-Foaming - Deep Moisture,11.05,400ml,
dove,2,19,13181709,Dove Body Wash Self-Foaming - Sakura,11.05,400ml,
dove,2,20,13268332,Dove Shower Foam Body Wash - Blueberry & Lime,11.05,400ml,
dove,2,21,13287777,Dove Body Wash Serum - Hydration Boost,10.9,547ml,
dove,2,22,13181710,Dove Body Wash Self-Foaming - Peach,11.05,400ml,
dove,2,23,13287769,Dove Body Wash Serum - Acne Control,10.9,547ml,
dove,2,24,13019789,Dove Body Wash - Beauty Nourishing,3.62,200ml,
dove,2,25,13292387,Dove Body Scrub - Osmanthus,11.7,280g,
colada,2,1,90247043,IQBar IQMix Hydration Electrolytes Powder - Pina Colada,95.0,40 x 8 G,
colada,2,2,13136281,Shoon Fatt Crackers - Light Treat (Cream Special),2.55,10 x 20g,
colada,2,3,90194336,Tree Hut Coco Colada Shea Sugar Scrub,22.0,510 G,
colada,2,4,90240939,Mathieu Teisseire Zero Sugar Syrup - Pina Colada,16.9,600 ML,
drum,2,1,13097677,Kee Song Fresh Chicken - Drumstick,5.5,300g,Halal
drum,2,2,10785972,Sadia Frozen Chicken Drumsticks,4.95,900g,Halal
drum,2,3,13104100,Sadia IQF Chicken Drumette,5.45,1kg,Halal
drum,2,4,10619296,Seara Frozen Chicken Drumsticks,7.45,2kg,
drum,2,5,90248180,Novopin Washing Machine Drum Cleaner Powder,8.65,120 G,
drum,2,6,90237778,Price Worth Washing machine Drum oxygen powder,3.25,260 G,
drum,2,7,13283205,Bestor Marinated Duck Wing Drums - Spicy,4.95,150g,
drum,2,8,13282973,Sakura Fresh Chicken - Drumstick,3.4,200g,
drum,2,9,90199902,FarmFresh Chicken Drumstick,3.35,200 G,Halal
drum,2,10,90018538,Aw's Market Chicken Drumstick,3.9,200 G,
drum,2,11,90134671,Aw's Market Chicken Drumettes (Wing Stick),3.5,200 G,
drum,2,12,90199924,FarmFresh GG French Poulet Drumstick (An Xin Chicken),11.65,350 G,Halal
drum,2,13,90084456,Tegel Free Range Chicken Drumsticks - Chilled,8.89,400 G,Halal
drum,2,14,90199898,FarmFresh Chicken Drumlets,3.05,200 G,Halal
drum,2,15,90199887,FarmFresh GG French Poulet Drumlets (An Xin Chicken),10.0,350 G,Halal
drum,2,16,90084449,Hego Chicken Drumettes - Chilled,2.79,240 G,
drum,2,17,13237902,FairPrice Buffalo Drumette,8.4,500g,Halal
drum,2,18,13264690,Sadia IQF Chicken Drumstick,4.5,1kg,
drum,2,19,13225658,FairPrice Mexican Style Roasted Chicken Drumette,6.65,350g,Halal
drum,2,20,13257957,FairPrice Frozen Salt & Pepper Crispy Chicken Drumette,7.95,500g,
bulb,2,1,13102371,Eveready LED Tap Light (TAPR22),14.56,1 per pack,
bulb,2,2,13247839,Eveready Metal Light,6.9,1 per pack,
bulb,2,3,13078866,Energizer Vision HD + Headlight (3 LED),33.52,1 per pack,
bulb,2,4,13078868,Energizer Vision HD + Headlight (5 LED),48.19,1 per pack,
bulb,2,5,12606499,Energizer Flexible Booklite,21.19,1 per pack,
bulb,2,6,13285165,Energizer Find Me Keychain Light,19.9,1 per pack,
bulb,2,7,90247724,CozyNest Led Candle Warm,15.9,24 S,
bulb,2,8,90247723,CozyNest Led Candle White,15.9,24 S,
bulb,2,9,90247718,CozyNest Led Candle Yellowish,15.9,24 S,
bulb,2,10,13098205,Energizer LED Metal Pan Light,15.49,1 per pack,
bulb,2,11,13267906,Eveready Rechargeable Flashlight - Medium,14.9,1 per pack,
bulb,2,12,13073422,Energizer LED X-Focus Flash Light - XFH21,14.46,1 per pack,
bulb,2,13,13267907,Eveready Rechargeable Flashlight - Small,12.9,1 per pack,
bulb,2,14,90229549,"Fenix E06R 700 Lumens Rechargeable Keychain Flashlight, Grey",85.0,1 S,
bulb,2,15,90237341,Wuben X4 Compact Multi-Function Rechargeable Flashlight,79.9,1 S,
bulb,2,16,90167037,D.LAB Large Display LED Alarm Clock (NR9335) Black,12.0,1 S,
bulb,2,17,90232322,Fenix PD40R V3.0 Rechargable Flash Light,169.0,1 S,
bulb,2,18,90254344,Nitecore EDC23 2500 Lumen USB-C Rechargeable Flashlight,129.0,1 S,
bulb,2,19,90242841,Fenix E06R Pro Rechargeable Flashlight - Black,109.9,1 S,
bulb,2,20,90242840,Fenix E06R Pro Rechargeable Flashlight - Orange,109.9,1 S,
walnuts,2,1,11961878,Nature's Wonders Baked Nuts - USA Walnuts,7.25,200g,
walnuts,2,2,13093442,FairPrice Baked Walnuts,5.5,150g,Halal
walnuts,2,3,13058274,Camel Natural Baked Walnut,5.35,130g,Halal
walnuts,2,4,90056425,Laobanniang Raw Walnut,13.24,500 G,
walnuts,2,5,13224943,Kangaroo Baked Walnut,9.78,200g,
walnuts,2,6,90006642,Grower Direct California Walnuts- by Foodsterr,21.9,454 G,
walnuts,2,7,13267805,FairPrice Walnuts With Dried Cranberries,5.95,100g,
walnuts,2,8,13183193,FairPrice Baked Walnuts & Cashew Nuts,5.5,150g,Halal
walnuts,2,9,13267810,FairPrice Walnuts With Anchovies,5.95,100g,
walnuts,2,10,13077141,Kangaroo Harvest Nut Mix - Walnuts Cranberry,7.95,7 x 30g,
walnuts,2,11,1,SIMPLY NATURAL Premium Raw Walnut,10.9,200 G,
walnuts,2,12,90112910,SnackFirst Squirrel Walnuts - Raw USA Walnuts,7.9,150 G,
walnuts,2,13,90047440,Garden Picks Walnut (Chopped),13.44,500 G,
walnuts,2,14,90006636,Foodsterr USA Walnut Pieces,9.82,250 G,
walnuts,2,15,90011693,GardenScent Raw Walnuts,7.0,150 G,
walnuts,2,16,90015310,"Now Foods Raw Walnuts, Unsalted,",21.9,340 G,
walnuts,2,17,90229316,Green Earth Raw Red Walnut,9.9,120 G,
walnuts,2,18,90016975,Sunkist Premium Roasted Walnut,6.9,120 G,
walnuts,2,19,90067177,Laobanniang Red Dates With Walnuts,12.22,500 G,
walnuts,2,20,20,RedMan California Walnut - Light Halves & Pieces (20%),211.4,11.3 KG,
guacamole,2,1,1,Santa Maria Dip Tex Mex Style (Guacamole),6.9,250 G,
guacamole,2,2,90217626,Casa del Sur Guacamole Salsa,4.45,300 G,
guacamole,2,3,13287310,California Creamery Guacamole Style Dip & Tortilla Chips,5.5,140g,Halal
guacamole,2,4,90224517,Zanuy Salsa - Guacamole,7.0,300 G,
guacamole,2,5,90167074,Santa Maria Dip Tex Mex Style (Guacamole),6.9,250 G,
whiskey,2,1,12280257,Teacher's Highland Cream Blend Scotch Whisky,42.0,700ml,
whiskey,2,2,63298,Chivas Regal Blended Scotch Whisky - 12 Years Old,60.0,700ml,
whiskey,2,3,13151679,The Singleton Dufftown Whisky,68.0,700ml,
whiskey,2,4,13109830,Suntory Single Grain Whisky - The Chita,72.0,700ml,
whiskey,2,5,13191735,Auchentoshan Single Malt Scotch Whisky 12 Years,59.0,700ml,
whiskey,2,6,13077746,Suntory Kakubin Whisky,59.0,700ml,
whiskey,2,7,13291086,Johnnie Walker Whisky - Black Ruby,59.0,700ml,
whiskey,2,8,13201975,Glenfiddich Single Malt Scotch Whisky - 12 Years,100.85,700ml,
whiskey,2,9,13201992,Grant's Triple Wood Blended Scotch Whisky,42.9,700ml,
whiskey,2,10,13182299,Jameson Triple Distilled Irish Whiskey,58.0,700ml,
whiskey,2,11,13137954,The Glenlivet Scotch Whisky - 12 Years of Age,89.0,700ml,
whiskey,2,12,13288909,Jack Daniel's Tennessee Blackberry Whiskey,59.0,700ml,
whiskey,2,13,13201976,Monkey Shoulder Blended Malt Scotch Whisky,70.0,700ml,
whiskey,2,14,10779601,Jack Daniel's Old No. 7 Tennessee Whiskey,58.0,700ml,
whiskey,2,15,90196272,SHIN Yuzu Wine Japan,29.6,720 ML,
whiskey,2,16,90234580,SHIN Whisky Umeshu Japan,23.7,500 ML,
whiskey,2,17,90233227,SHIN Red Wine Umeshu Japan,22.4,500 ML,
whiskey,2,18,90178786,Akashi Whisky Umeshu Japan,26.2,500 ML,
whiskey,2,19,13206674,Singleton Dufftown Whisky,108.0,700ml,
whiskey,2,20,13286050,Jim Beam Bourbon Whisky,55.0,700ml,
calamari,2,1,90196579,Serve by Hai Sia Fresh Squid Ring,7.9,200 G,
calamari,2,2,90018639,Aw's Market Fresh A Grade Fresh XL Sotong (Squid),16.0,500 G,
calamari,2,3,90149026,Aw's Market Fresh Sotong Ring (Squid),8.0,200 G,
calamari,2,4,90189574,Pan Royal Fresh Squid Cut With Head,13.5,500 G,
calamari,2,5,90189573,Pan Royal Fresh Squid Whole,13.0,500 G,
calamari,2,6,90028145,Catch Seafood Squid Ring 1Kg,6.99,1 KG,
calamari,2,7,90007389,Catch Seafood Whole Squid Large (Wild Caught),9.85,300 G,
calamari,2,8,1,Twinfish Squid Flower Cut,5.95,500 G,
calamari,2,9,90007355,Catch Seafood Squid Tube (Bulk Pack) (Frozen),8.99,1 KG,
calamari,2,10,90240855,Catch Seafood Deep Sea Loligo Squid (Value Pack) - Frozen,19.9,1 KG,
calamari,2,11,90240823,Catch Seafood Deep Sea Loligo Calamari Rings - Frozen,6.25,220 G,
calamari,2,12,90176228,Catch Seafood Premium Whole Loligo Squid Small,6.88,270 G,
calamari,2,13,90158265,Kirei Frozen Ika Tempura Squid Battered Slices,19.8,500 G,
calamari,2,14,90016490,Kirei Ika Shiokara Black Japanese Seasoned Frozen Squid,20.8,200 G,
calamari,2,15,90016190,Kirei Ika No Shiokara White Japanese Seasoned Frozen Squid,20.8,200 G,
calamari,2,16,90016491,Kirei Ika Shiokara Red Japanese Seasoned Frozen Squid,19.8,200 G,
calamari,2,17,90011422,CB Frozen Squid Ring,7.5,1 KG,
calamari,2,18,90216040,CB Frozen Squid Flower,7.5,1 KG,
calamari,2,19,90011400,CB Cuttlefish Ball with Squid Ink (25pcs),7.5,500 G,
calamari,2,20,90011458,CB Tempura Natural Calamari Rings,7.5,300 G,
gooseberries,2,1,90075626,Himalaya THISTLE & INDIAN GOOSEBERRY Oil Anti-Hair Fall,13.98,200 ML,
